Date,Temperature,Rainfall,WaterContent,Month,Season,Rainfall_7d_avg,WaterContent_7d_avg,PremiseIndex
2019-01-22,28.07,17.68,37.48,1,Wet,12.61,43.2,5.93
2019-01-23,29.52,5.7,35.63,1,Wet,11.13,40.44,4.87
2019-01-24,27.77,11.67,30.54,1,Wet,9.14,34.93,6.29
2019-01-25,26.36,3.78,31.44,1,Wet,9.11,34.43,3.55
2019-01-26,29.37,18.69,49.34,1,Wet,10.4,36.8,10.76
2019-01-27,29.02,14.57,44.35,1,Wet,11.73,39.51,7.98
2019-01-28,25.78,4.39,40.89,1,Wet,10.93,38.52,6.19
2019-01-29,27.87,4.3,19.7,1,Wet,9.01,35.98,2.66
2019-01-30,27.98,21.58,46.1,1,Wet,11.28,37.48,8.71
2019-01-31,29.37,30.56,49.74,1,Wet,13.98,40.22,8.97
2019-02-01,29.45,4.56,23.82,2,Wet,14.09,39.13,4.77
2019-02-02,29.63,16.11,35.39,2,Wet,13.72,37.14,9.27
2019-02-03,29.66,6.39,26.17,2,Wet,12.55,34.54,4.47
2019-02-04,29.0,21.61,50.79,2,Wet,15.01,35.96,9.82
2019-02-05,30.76,6.66,39.33,2,Wet,15.35,38.76,5.79
2019-02-06,28.67,13.77,49.77,2,Wet,14.23,39.29,8.05
2019-02-07,28.98,9.38,40.78,2,Wet,11.21,38.01,8.34
2019-02-08,29.46,0.94,32.34,2,Wet,10.69,39.22,4.37
2019-02-09,28.13,4.04,34.02,2,Wet,8.97,39.03,7.15
2019-02-10,31.23,13.59,47.63,2,Wet,10.0,42.09,8.66
2019-02-11,29.46,12.45,18.89,2,Wet,8.69,37.54,3.73
2019-02-12,30.29,10.32,37.67,2,Wet,9.21,37.3,6.79
2019-02-13,28.51,26.25,54.17,2,Wet,11.0,37.93,10.26
2019-02-14,30.18,15.34,60.17,2,Wet,11.85,40.7,9.97
2019-02-15,30.26,14.04,30.12,2,Wet,13.72,40.38,4.56
2019-02-16,30.4,0.93,19.27,2,Wet,13.27,38.27,3.03
2019-02-17,31.37,15.89,20.0,2,Wet,13.6,34.33,4.58
2019-02-18,28.91,1.96,17.66,2,Wet,12.1,34.15,3.15
2019-02-19,29.28,8.3,35.12,2,Wet,11.81,33.79,6.17
2019-02-20,28.62,1.98,24.35,2,Wet,8.35,29.53,3.48
2019-02-21,29.37,11.89,32.05,2,Wet,7.85,25.51,3.19
2019-02-22,30.13,18.19,44.78,2,Wet,8.45,27.6,7.06
2019-02-23,30.07,7.79,42.05,2,Wet,9.43,30.86,6.48
2019-02-24,31.1,7.99,36.51,2,Wet,8.3,33.22,6.04
2019-02-25,29.95,3.7,33.23,2,Wet,8.55,35.44,6.03
2019-02-26,29.46,17.98,48.42,2,Wet,9.93,37.34,8.76
2019-02-27,28.37,2.19,13.42,2,Wet,9.96,35.78,3.26
2019-02-28,30.33,9.38,38.79,2,Wet,9.6,36.74,6.08
2019-03-01,29.84,7.7,35.41,3,Dry,8.1,35.41,3.71
2019-03-02,30.89,11.04,38.76,3,Dry,8.57,34.94,6.54
2019-03-03,29.58,14.81,36.01,3,Dry,9.54,34.86,6.34
2019-03-04,31.2,7.36,33.83,3,Dry,10.07,34.95,5.67
2019-03-05,30.39,15.96,46.8,3,Dry,9.78,34.72,6.05
2019-03-06,30.99,8.1,52.57,3,Dry,10.62,40.31,6.74
2019-03-07,30.39,10.77,21.7,3,Dry,10.82,37.87,5.76
2019-03-08,29.07,3.14,38.23,3,Dry,10.17,38.27,5.64
2019-03-09,29.63,5.95,46.94,3,Dry,9.44,39.44,7.6
2019-03-10,28.72,1.75,18.69,3,Dry,7.57,36.97,3.29
2019-03-11,30.18,8.75,35.2,3,Dry,7.77,37.16,5.67
2019-03-12,28.54,14.23,44.14,3,Dry,7.53,36.78,7.88
2019-03-13,30.29,7.08,55.75,3,Dry,7.38,37.24,7.08
2019-03-14,26.38,7.74,57.93,3,Dry,6.95,42.41,8.24
2019-03-15,30.81,11.19,26.24,3,Dry,8.1,40.7,4.77
2019-03-16,28.9,12.08,36.64,3,Dry,8.97,39.23,5.81
2019-03-17,29.05,1.66,33.33,3,Dry,8.96,41.32,4.91
2019-03-18,31.37,5.08,39.62,3,Dry,8.44,41.95,6.51
2019-03-19,30.32,1.97,33.58,3,Dry,6.69,40.44,4.62
2019-03-20,30.85,6.08,25.38,3,Dry,6.54,36.1,5.57
2019-03-21,28.99,23.12,38.57,3,Dry,8.74,33.34,5.95
2019-03-22,30.96,14.37,26.08,3,Dry,9.19,33.32,4.77
2019-03-23,29.86,8.28,16.42,3,Dry,8.65,30.43,2.68
2019-03-24,30.12,27.48,36.34,3,Dry,12.34,30.86,8.57
2019-03-25,31.49,10.43,49.96,3,Dry,13.1,32.33,7.5
2019-03-26,28.84,37.47,67.08,3,Dry,18.18,37.12,12.99
2019-03-27,30.91,9.23,42.92,3,Dry,18.63,39.63,5.85
2019-03-28,30.39,5.06,31.82,3,Dry,16.05,38.66,5.91
2019-03-29,29.79,2.91,31.91,3,Dry,14.41,39.49,6.33
2019-03-30,28.91,13.31,37.96,3,Dry,15.13,42.57,7.24
2019-03-31,29.78,6.03,18.95,3,Dry,12.06,40.09,5.33
2019-04-01,28.65,9.22,43.85,4,Dry,11.89,39.21,6.4
2019-04-02,30.65,11.84,48.0,4,Dry,8.23,36.49,8.68
2019-04-03,29.56,4.01,21.71,4,Dry,7.48,33.46,5.88
2019-04-04,28.79,10.3,26.73,4,Dry,8.23,32.73,4.12
2019-04-05,28.03,7.17,39.26,4,Dry,8.84,33.78,5.17
2019-04-06,29.0,2.09,35.1,4,Dry,7.24,33.37,6.19
2019-04-07,30.7,12.31,47.17,4,Dry,8.14,37.4,8.88
2019-04-08,29.58,13.47,54.91,4,Dry,8.74,38.98,7.72
2019-04-09,29.28,20.26,35.63,4,Dry,9.95,37.22,6.31
2019-04-10,31.16,3.0,31.58,4,Dry,9.8,38.63,4.78
2019-04-11,29.05,31.0,44.79,4,Dry,12.76,41.21,7.69
2019-04-12,28.66,4.39,24.23,4,Dry,12.36,39.06,3.57
2019-04-13,29.87,1.08,26.57,4,Dry,12.22,37.84,3.39
2019-04-14,29.88,8.55,51.25,4,Dry,11.68,38.42,6.83
2019-04-15,28.88,11.05,49.89,4,Dry,11.33,37.7,7.53
2019-04-16,28.67,7.41,35.18,4,Dry,9.5,37.64,5.85
2019-04-17,30.91,2.96,10.81,4,Dry,9.49,34.67,4.17
2019-04-18,29.03,5.65,38.45,4,Dry,5.87,33.77,4.24
2019-04-19,28.01,10.58,42.16,4,Dry,6.76,36.33,7.31
2019-04-20,29.66,34.03,47.89,4,Dry,11.46,39.37,9.22
2019-04-21,30.36,3.1,40.79,4,Dry,10.68,37.88,5.95
2019-04-22,29.27,5.02,24.48,4,Dry,9.82,34.25,4.77
2019-04-23,30.0,2.39,40.19,4,Dry,9.1,34.97,4.36
2019-04-24,28.42,6.07,37.26,4,Dry,9.55,38.75,6.2
2019-04-25,30.09,7.82,21.66,4,Dry,9.86,36.35,4.39
2019-04-26,28.51,16.7,39.75,4,Dry,10.73,36.0,7.3
2019-04-27,29.77,10.73,40.03,4,Dry,7.4,34.88,6.38
2019-04-28,30.23,22.4,50.92,4,Dry,10.16,36.33,11.03
2019-04-29,29.56,8.1,46.81,4,Dry,10.6,39.52,6.48
2019-04-30,28.23,0.21,41.74,4,Dry,10.29,39.74,5.35
2019-05-01,26.81,31.1,52.49,5,Dry,13.87,41.92,9.28
2019-05-02,29.59,21.51,52.8,5,Dry,15.82,46.37,9.19
2019-05-03,27.23,36.35,75.16,5,Dry,18.63,51.42,13.15
2019-05-04,28.77,28.11,42.3,5,Dry,21.11,51.75,11.2
2019-05-05,28.12,24.83,43.78,5,Dry,21.46,50.73,11.23
2019-05-06,27.0,22.74,31.64,5,Dry,23.55,48.56,7.64
2019-05-07,27.47,25.45,44.05,5,Dry,27.15,48.89,9.15
2019-05-08,29.7,27.82,54.31,5,Dry,26.69,49.15,11.84
2019-05-09,31.49,48.14,47.35,5,Dry,30.49,48.37,11.99
2019-05-10,27.68,27.31,56.22,5,Dry,29.2,45.66,11.95
2019-05-11,27.61,29.84,49.15,5,Dry,29.45,46.64,11.08
2019-05-12,26.36,27.64,51.49,5,Dry,29.85,47.74,9.42
2019-05-13,26.35,29.85,42.19,5,Dry,30.86,49.25,12.0
2019-05-14,27.14,29.41,52.51,5,Dry,31.43,50.46,13.46
2019-05-15,27.55,28.22,69.37,5,Dry,31.49,52.61,12.81
2019-05-16,27.97,24.69,45.75,5,Dry,28.14,52.38,10.09
2019-05-17,28.69,33.66,34.8,5,Dry,29.04,49.32,10.23
2019-05-18,28.22,23.1,60.62,5,Dry,28.08,50.96,12.14
2019-05-19,28.71,31.93,60.97,5,Dry,28.7,52.32,13.42
2019-05-20,27.39,33.85,58.02,5,Dry,29.27,54.58,14.84
2019-05-21,27.93,21.17,52.62,5,Dry,28.09,54.59,10.91
2019-05-22,27.64,22.83,49.09,5,Dry,27.32,51.7,9.74
2019-05-23,26.73,21.38,63.53,5,Dry,26.85,54.24,10.66
2019-05-24,26.03,39.65,69.24,5,Dry,27.7,59.16,13.87
2019-05-25,27.33,25.28,45.66,5,Dry,28.01,57.02,10.85
2019-05-26,25.52,38.93,76.07,5,Dry,29.01,59.17,17.2
2019-05-27,26.87,26.27,69.22,5,Dry,27.93,60.77,13.16
2019-05-28,28.55,23.35,57.79,5,Dry,28.24,61.51,12.65
2019-05-29,28.18,24.48,53.65,5,Dry,28.48,62.16,12.12
2019-05-30,28.02,29.28,44.88,5,Dry,29.61,59.5,12.7
2019-05-31,29.18,33.75,63.85,5,Dry,28.76,58.73,16.36
2019-06-01,25.27,18.43,48.62,6,Wet,27.79,59.15,10.15
2019-06-02,26.68,25.95,50.49,6,Wet,25.93,55.5,10.65
2019-06-03,25.19,17.17,50.73,6,Wet,24.63,52.86,11.18
2019-06-04,26.28,17.83,45.14,6,Wet,23.84,51.05,10.12
2019-06-05,26.15,14.23,46.87,6,Wet,22.38,50.08,11.03
2019-06-06,26.21,13.84,51.43,6,Wet,20.17,51.02,10.11
2019-06-07,25.61,24.41,36.22,6,Wet,18.84,47.07,7.99
2019-06-08,26.32,13.11,30.24,6,Wet,18.08,44.45,7.19
2019-06-09,26.4,16.26,33.88,6,Wet,16.69,42.07,8.08
2019-06-10,24.57,24.91,69.33,6,Wet,17.8,44.73,12.39
2019-06-11,26.85,11.7,45.69,6,Wet,16.92,44.81,8.56
2019-06-12,24.76,30.0,61.27,6,Wet,19.18,46.87,12.5
2019-06-13,25.12,13.4,52.02,6,Wet,19.11,46.95,10.29
2019-06-14,26.24,30.06,43.58,6,Wet,19.92,48.0,11.2
2019-06-15,26.6,13.11,20.1,6,Wet,19.92,46.55,6.5
2019-06-16,26.22,24.39,48.88,6,Wet,21.08,48.7,9.8
2019-06-17,26.33,15.15,51.1,6,Wet,19.69,46.09,9.29
2019-06-18,24.86,38.87,59.12,6,Wet,23.57,48.01,13.53
2019-06-19,25.48,16.8,29.74,6,Wet,21.68,43.51,6.09
2019-06-20,23.95,12.73,31.13,6,Wet,21.59,40.52,6.81
2019-06-21,25.08,21.93,35.75,6,Wet,20.43,39.4,7.14
2019-06-22,24.66,15.65,36.4,6,Wet,20.79,41.73,7.33
2019-06-23,26.01,22.82,36.66,6,Wet,20.57,39.99,9.14
2019-06-24,28.36,29.85,55.35,6,Wet,22.67,40.59,10.81
2019-06-25,26.76,24.67,44.26,6,Wet,20.64,38.47,8.72
2019-06-26,23.76,11.58,45.6,6,Wet,19.89,40.74,6.33
2019-06-27,24.48,13.05,30.67,6,Wet,19.94,40.67,7.11
2019-06-28,24.7,20.04,48.59,6,Wet,19.67,42.5,9.59
2019-06-29,24.24,20.83,46.29,6,Wet,20.41,43.92,11.14
2019-06-30,25.72,12.46,43.93,6,Wet,18.93,44.96,7.69
2019-07-01,24.23,13.34,46.04,7,Wet,16.57,43.63,8.21
2019-07-02,22.71,30.87,61.13,7,Wet,17.45,46.04,11.45
2019-07-03,23.78,14.66,50.03,7,Wet,17.89,46.67,10.46
2019-07-04,24.22,23.68,54.36,7,Wet,19.41,50.05,10.31
2019-07-05,24.7,27.93,55.33,7,Wet,20.54,51.02,11.33
2019-07-06,24.16,14.51,34.94,7,Wet,19.64,49.4,8.23
2019-07-07,24.33,17.62,52.6,7,Wet,20.37,50.63,10.03
2019-07-08,23.96,23.7,41.99,7,Wet,21.85,50.06,8.81
2019-07-09,22.99,11.57,36.33,7,Wet,19.09,46.51,7.37
2019-07-10,23.2,16.5,34.59,7,Wet,19.36,44.31,8.36
2019-07-11,22.68,29.22,44.55,7,Wet,20.15,42.9,8.18
2019-07-12,25.5,20.64,43.34,7,Wet,19.11,41.19,8.45
2019-07-13,22.53,20.72,44.25,7,Wet,20.0,42.52,7.73
2019-07-14,24.95,26.01,42.67,7,Wet,21.19,41.1,10.03
2019-07-15,22.54,15.08,42.28,7,Wet,19.96,41.14,6.09
2019-07-16,24.77,13.23,42.15,7,Wet,20.2,41.97,7.1
2019-07-17,24.97,20.19,40.71,7,Wet,20.73,42.85,8.61
2019-07-18,25.15,15.41,65.23,7,Wet,18.75,45.8,12.12
2019-07-19,22.96,15.12,45.43,7,Wet,17.97,46.1,8.24
2019-07-20,24.16,13.13,41.69,7,Wet,16.88,45.74,7.13
2019-07-21,23.4,21.85,40.72,7,Wet,16.29,45.46,10.19
2019-07-22,23.11,16.97,44.95,7,Wet,16.56,45.84,6.81
2019-07-23,24.04,13.2,42.97,7,Wet,16.55,45.96,5.56
2019-07-24,24.81,26.69,51.32,7,Wet,17.48,47.47,10.49
2019-07-25,23.4,16.17,57.12,7,Wet,17.59,46.31,9.1
2019-07-26,24.33,22.06,30.64,7,Wet,18.58,44.2,6.23
2019-07-27,23.09,34.33,53.66,7,Wet,21.61,45.91,11.7
2019-07-28,22.96,26.5,58.34,7,Wet,22.27,48.43,11.3
2019-07-29,23.68,32.57,47.09,7,Wet,24.5,48.73,10.0
2019-07-30,23.74,26.27,35.55,7,Wet,26.37,47.67,7.56
2019-07-31,24.67,16.53,38.03,7,Wet,24.92,45.78,9.04
2019-08-01,21.28,14.01,51.65,8,Wet,24.61,44.99,9.78
2019-08-02,24.69,16.26,34.28,8,Wet,23.78,45.51,7.53
2019-08-03,20.74,16.64,39.74,8,Wet,21.25,43.53,9.66
2019-08-04,22.76,29.76,58.02,8,Wet,21.72,43.48,9.72
2019-08-05,22.25,15.53,36.63,8,Wet,19.28,41.99,5.56
2019-08-06,21.89,12.49,35.59,8,Wet,17.32,41.99,5.92
2019-08-07,22.36,19.78,39.3,8,Wet,17.78,42.17,7.65
2019-08-08,23.21,18.55,39.17,8,Wet,18.43,40.39,7.76
2019-08-09,23.36,14.19,29.73,8,Wet,18.13,39.74,5.85
2019-08-10,22.32,15.95,40.18,8,Wet,18.04,39.8,7.65
2019-08-11,22.87,33.04,67.07,8,Wet,18.5,41.1,10.35
2019-08-12,21.21,21.82,63.28,8,Wet,19.4,44.9,12.13
2019-08-13,22.35,16.34,55.57,8,Wet,19.95,47.76,9.61
2019-08-14,22.93,14.17,42.71,8,Wet,19.15,48.24,9.35
2019-08-15,20.25,41.36,79.68,8,Wet,22.41,54.03,15.21
2019-08-16,22.62,36.28,82.05,8,Wet,25.56,61.51,16.07
2019-08-17,22.37,25.53,52.24,8,Wet,26.93,63.23,12.42
2019-08-18,23.81,16.89,33.6,8,Wet,24.63,58.45,9.16
2019-08-19,22.7,13.99,54.32,8,Wet,23.51,57.17,11.05
2019-08-20,23.02,14.13,29.27,8,Wet,23.19,53.41,8.86
2019-08-21,22.26,16.82,34.59,8,Wet,23.57,52.25,8.36
2019-08-22,23.17,15.51,21.58,8,Wet,19.88,43.95,6.55
2019-08-23,23.1,18.11,51.77,8,Wet,17.28,39.62,8.54
2019-08-24,21.23,17.81,21.1,8,Wet,16.18,35.17,6.41
2019-08-25,22.85,13.46,50.7,8,Wet,15.69,37.62,7.16
2019-08-26,23.72,13.57,58.95,8,Wet,15.63,38.28,10.68
2019-08-27,23.52,16.39,60.39,8,Wet,15.95,42.72,9.54
2019-08-28,22.56,17.65,31.46,8,Wet,16.07,42.28,5.13
2019-08-29,22.86,31.74,36.76,8,Wet,18.39,44.45,8.8
2019-08-30,23.45,20.2,39.73,8,Wet,18.69,42.73,7.22
2019-08-31,21.4,19.92,54.73,8,Wet,18.99,47.53,10.66
2019-09-01,22.47,10.5,50.44,9,Dry,18.57,47.49,7.9
2019-09-02,20.03,18.31,51.29,9,Dry,19.24,46.4,8.7
2019-09-03,22.86,68.47,90.06,9,Dry,26.68,50.64,16.32
2019-09-04,21.62,5.16,57.74,9,Dry,24.9,54.39,9.35
2019-09-05,21.91,29.77,49.04,9,Dry,24.62,56.15,8.59
2019-09-06,21.44,2.15,23.94,9,Dry,22.04,53.89,4.2
2019-09-07,21.96,6.44,23.26,9,Dry,20.12,49.4,6.44
2019-09-08,22.26,3.13,36.84,9,Dry,19.06,47.45,7.39
2019-09-09,22.75,13.39,38.92,9,Dry,18.36,45.68,7.91
2019-09-10,23.3,16.18,51.19,9,Dry,10.89,40.13,7.07
2019-09-11,22.05,2.49,27.49,9,Dry,10.51,35.81,3.99
2019-09-12,20.34,17.6,50.37,9,Dry,8.77,36.0,7.5
2019-09-13,23.31,10.68,34.71,9,Dry,9.99,37.54,4.43
2019-09-14,20.53,14.86,40.26,9,Dry,11.19,39.97,8.28
2019-09-15,21.58,19.41,44.85,9,Dry,13.52,41.11,8.76
2019-09-16,21.51,13.67,23.93,9,Dry,13.56,38.97,4.8
2019-09-17,22.01,2.04,30.24,9,Dry,11.54,35.98,4.39
2019-09-18,20.74,5.93,40.36,9,Dry,12.03,37.82,6.09
2019-09-19,20.69,2.34,21.99,9,Dry,9.85,33.76,1.07
2019-09-20,21.98,1.04,49.93,9,Dry,8.47,35.94,5.87
2019-09-21,21.2,2.94,32.4,9,Dry,6.77,34.81,3.53
2019-09-22,23.35,6.32,28.79,9,Dry,4.9,32.52,2.89
2019-09-23,21.45,28.27,46.05,9,Dry,6.98,35.68,7.56
2019-09-24,20.97,8.02,50.12,9,Dry,7.84,38.52,8.73
2019-09-25,23.67,10.75,30.35,9,Dry,8.53,37.09,5.74
2019-09-26,22.47,5.3,37.22,9,Dry,8.95,39.27,4.9
2019-09-27,24.72,6.95,44.39,9,Dry,9.79,38.47,7.05
2019-09-28,20.08,8.65,42.46,9,Dry,10.61,39.91,7.82
2019-09-29,22.21,6.64,29.69,9,Dry,10.65,40.04,5.94
2019-09-30,22.49,12.44,48.34,9,Dry,8.39,40.37,7.36
2019-10-01,22.56,24.83,51.42,10,Dry,10.79,40.55,8.14
2019-10-02,22.17,22.17,30.53,10,Dry,12.43,40.58,7.23
2019-10-03,23.78,21.71,59.6,10,Dry,14.77,43.78,10.37
2019-10-04,23.0,35.32,52.12,10,Dry,18.82,44.88,11.56
2019-10-05,20.85,20.48,44.62,10,Dry,20.51,45.19,9.32
2019-10-06,21.67,26.85,54.57,10,Dry,23.4,48.74,11.82
2019-10-07,21.37,23.05,43.12,10,Dry,24.91,48.0,8.69
2019-10-08,22.41,32.77,63.78,10,Dry,26.05,49.76,13.82
2019-10-09,23.48,28.21,41.53,10,Dry,26.91,51.34,10.21
2019-10-10,22.16,28.37,46.95,10,Dry,27.86,49.53,12.58
2019-10-11,22.28,28.93,65.4,10,Dry,26.95,51.43,11.78
2019-10-12,21.56,28.7,53.21,10,Dry,28.13,52.65,13.16
2019-10-13,23.3,22.16,37.16,10,Dry,27.46,50.17,9.18
2019-10-14,23.77,25.56,51.24,10,Dry,27.81,51.33,10.18
2019-10-15,22.5,23.85,53.1,10,Dry,26.54,49.8,10.15
2019-10-16,24.12,24.5,33.74,10,Dry,26.01,48.69,8.3
2019-10-17,21.99,28.8,69.58,10,Dry,26.07,51.92,13.33
2019-10-18,21.14,35.38,76.2,10,Dry,26.99,53.46,14.82
2019-10-19,23.34,35.01,59.21,10,Dry,27.89,54.32,12.11
2019-10-20,22.44,29.97,51.98,10,Dry,29.01,56.43,11.71
2019-10-21,21.95,25.84,50.9,10,Dry,29.05,56.39,13.49
2019-10-22,22.61,28.36,61.62,10,Dry,29.69,57.6,14.54
2019-10-23,20.95,33.69,61.48,10,Dry,31.01,61.57,13.98
2019-10-24,20.79,24.47,51.97,10,Dry,30.39,59.05,11.56
2019-10-25,22.63,28.1,66.3,10,Dry,29.35,57.64,13.32
2019-10-26,22.97,25.27,61.52,10,Dry,27.96,57.97,13.06
2019-10-27,23.93,24.41,39.93,10,Dry,27.16,56.25,8.9
2019-10-28,23.42,27.72,61.05,10,Dry,27.43,57.7,12.27
2019-10-29,23.17,25.86,62.21,10,Dry,27.08,57.78,10.75
2019-10-30,23.81,30.14,56.89,10,Dry,26.57,57.13,12.64
2019-10-31,23.03,25.93,56.74,10,Dry,26.78,57.81,12.57
2019-11-01,23.66,27.18,48.67,11,Dry,26.65,55.29,10.47
2019-11-02,24.91,22.16,35.68,11,Dry,26.2,51.6,10.56
2019-11-03,24.88,34.14,76.18,11,Dry,27.59,56.78,13.37
2019-11-04,23.99,34.32,44.07,11,Dry,28.53,54.35,9.62
2019-11-05,22.8,23.85,65.89,11,Dry,28.25,54.87,12.75
2019-11-06,22.21,24.16,48.68,11,Dry,27.39,53.7,11.66
2019-11-07,24.84,29.15,65.79,11,Dry,27.85,54.99,14.76
2019-11-08,24.48,25.43,50.57,11,Dry,27.6,55.27,10.64
2019-11-09,24.62,29.9,63.29,11,Dry,28.71,59.21,14.33
2019-11-10,24.88,40.46,66.86,11,Dry,29.61,57.88,14.37
2019-11-11,23.1,24.02,42.52,11,Dry,28.14,57.66,10.16
2019-11-12,22.12,34.91,59.27,11,Dry,29.72,56.71,13.88
2019-11-13,24.52,23.42,47.31,11,Dry,29.61,56.52,11.52
2019-11-14,25.2,24.48,56.01,11,Dry,28.95,55.12,10.07
2019-11-15,24.35,29.21,54.78,11,Dry,29.49,55.72,13.55
2019-11-16,22.51,32.34,58.73,11,Dry,29.83,55.07,14.01
2019-11-17,24.24,40.04,51.78,11,Dry,29.77,52.91,11.74
2019-11-18,22.88,44.77,53.03,11,Dry,32.74,54.42,13.57
2019-11-19,22.46,26.39,51.82,11,Dry,31.52,53.35,11.84
2019-11-20,23.99,28.03,54.24,11,Dry,32.18,54.34,12.17
2019-11-21,24.16,30.28,43.71,11,Dry,33.01,52.58,10.34
2019-11-22,23.9,27.76,57.92,11,Dry,32.8,53.03,11.49
2019-11-23,24.44,26.34,57.22,11,Dry,31.94,52.82,11.92
2019-11-24,23.21,25.14,51.67,11,Dry,29.82,52.8,12.3
2019-11-25,24.09,32.46,56.12,11,Dry,28.06,53.24,12.68
2019-11-26,23.51,40.15,49.44,11,Dry,30.02,52.9,11.75
2019-11-27,23.75,21.9,34.68,11,Dry,29.15,50.11,9.62
2019-11-28,24.27,26.75,55.35,11,Dry,28.64,51.77,8.53
2019-11-29,25.06,21.95,39.28,11,Dry,27.81,49.11,10.38
2019-11-30,24.29,31.94,47.97,11,Dry,28.61,47.79,9.02
2019-12-01,26.62,24.39,52.3,12,Wet,28.5,47.88,10.37
2019-12-02,26.01,38.3,81.02,12,Wet,29.34,51.43,14.04
2019-12-03,26.49,27.17,47.76,12,Wet,27.49,51.19,9.37
2019-12-04,27.03,32.05,76.15,12,Wet,28.93,57.12,15.87
2019-12-05,27.88,23.94,48.39,12,Wet,28.53,56.12,10.55
2019-12-06,27.21,28.93,58.78,12,Wet,29.53,58.91,13.15
2019-12-07,25.94,28.85,62.68,12,Wet,29.09,61.01,13.24
2019-12-08,27.14,30.76,64.93,12,Wet,30.0,62.82,14.43
2019-12-09,26.55,24.85,53.27,12,Wet,28.08,58.85,11.84
2019-12-10,25.39,37.23,57.49,12,Wet,29.52,60.24,12.05
2019-12-11,26.56,30.31,62.53,12,Wet,29.27,58.3,14.24
2019-12-12,24.87,39.5,65.84,12,Wet,31.49,60.79,14.07
2019-12-13,26.56,22.2,43.41,12,Wet,30.53,58.59,9.04
2019-12-14,27.75,28.99,67.28,12,Wet,30.55,59.25,13.35
2019-12-15,26.82,26.96,56.14,12,Wet,30.01,57.99,13.85
2019-12-16,27.2,45.13,58.61,12,Wet,32.9,58.76,15.2
2019-12-17,25.62,32.66,47.46,12,Wet,32.25,57.32,11.54
2019-12-18,26.48,27.86,71.87,12,Wet,31.9,58.66,13.8
2019-12-19,26.7,32.12,50.77,12,Wet,30.84,56.51,11.76
2019-12-20,25.69,25.7,58.09,12,Wet,31.34,58.6,14.63
2019-12-21,26.68,31.07,58.63,12,Wet,31.64,57.37,13.33
2019-12-22,26.45,54.65,80.91,12,Wet,35.6,60.91,18.18
2019-12-23,26.69,25.1,69.2,12,Wet,32.73,62.42,15.09
2019-12-24,24.97,28.87,63.07,12,Wet,32.19,64.65,14.03
2019-12-25,27.28,24.24,57.75,12,Wet,31.68,62.63,12.48
2019-12-26,26.45,23.64,46.94,12,Wet,30.47,62.08,11.21
2019-12-27,25.88,35.02,51.37,12,Wet,31.8,61.12,12.73
2019-12-28,25.91,22.9,72.52,12,Wet,30.63,63.11,14.04
2019-12-29,25.96,30.95,54.34,12,Wet,27.25,59.31,13.1
2019-12-30,25.17,34.39,56.44,12,Wet,28.57,57.49,12.8
2019-12-31,27.19,25.89,53.6,12,Wet,28.15,56.14,12.45
2020-01-01,28.96,19.04,47.15,1,Wet,27.4,54.62,10.27
2020-01-02,29.03,17.92,60.26,1,Wet,26.59,56.53,11.81
2020-01-03,29.51,5.86,40.09,1,Wet,22.42,54.91,6.19
2020-01-04,28.19,2.49,18.89,1,Wet,19.51,47.25,5.86
2020-01-05,26.34,11.56,32.65,1,Wet,16.74,44.15,6.95
2020-01-06,28.63,7.67,36.25,1,Wet,12.92,41.27,7.29
2020-01-07,28.59,9.27,47.67,1,Wet,10.55,40.42,4.35
2020-01-08,29.55,11.47,23.97,1,Wet,9.46,37.11,6.94
2020-01-09,29.08,2.07,36.6,1,Wet,7.2,33.73,4.72
2020-01-10,28.13,5.6,41.79,1,Wet,7.16,33.98,6.82
2020-01-11,27.86,23.42,57.56,1,Wet,10.15,39.5,8.34
2020-01-12,29.0,9.48,36.79,1,Wet,9.86,40.09,6.83
2020-01-13,25.35,12.03,50.11,1,Wet,10.48,42.07,6.74
2020-01-14,28.24,8.9,28.97,1,Wet,10.42,39.4,4.63
2020-01-15,28.95,11.78,48.88,1,Wet,10.47,42.96,9.89
2020-01-16,27.88,17.66,43.52,1,Wet,12.7,43.94,7.82
2020-01-17,27.62,1.12,31.33,1,Wet,12.06,42.45,5.43
2020-01-18,28.29,13.74,41.31,1,Wet,10.67,40.13,7.94
2020-01-19,29.35,7.76,42.71,1,Wet,10.43,40.97,7.3
2020-01-20,28.45,15.41,31.28,1,Wet,10.91,38.28,6.16
2020-01-21,27.32,6.06,43.7,1,Wet,10.5,40.39,7.0
2020-01-22,29.22,5.86,43.4,1,Wet,9.66,39.6,9.02
2020-01-23,29.41,2.8,29.22,1,Wet,7.53,37.56,4.45
2020-01-24,27.19,7.91,36.36,1,Wet,8.51,38.28,5.91
2020-01-25,30.8,2.63,23.51,1,Wet,6.92,35.74,4.86
2020-01-26,28.0,7.39,24.31,1,Wet,6.87,33.11,5.06
2020-01-27,28.95,9.26,39.39,1,Wet,5.99,34.27,6.95
2020-01-28,28.73,4.54,35.67,1,Wet,5.77,33.12,5.48
2020-01-29,27.3,1.84,28.1,1,Wet,5.2,30.94,2.35
2020-01-30,27.55,1.39,18.61,1,Wet,4.99,29.42,4.08
2020-01-31,28.07,3.49,37.36,1,Wet,4.36,29.56,3.31
2020-02-01,27.59,1.28,27.41,2,Wet,4.17,30.12,3.61
